Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,Sustainable Development Goals,Publication Date (print),Publication Date (online),Publication Date
8,pub.1127694492,10.1016/j.ijsu.2020.05.050,32439571,PMC7234931,Surgical Systems Redesign in Response to COVID-19 Invited Commentary on “Optimizing response in surgical systems during and after COVID-19 pandemic: lessons from China and the UK- Perspective”,Blank,Blank,International Journal of Surgery,,,2020-07,2020,79,,62-63,"All OA; Green, Published",Article,"Wakam, Glenn K.; Alam, Hasan B.",Blank,"Wakam, Glenn K. (University of Michigan)","Wakam, Glenn K. (University of Michigan); Alam, Hasan B. (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7234931,https://app.dimensions.ai/details/publication/pub.1127694492,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-07
43,pub.1127859759,10.1093/neuros/nyaa252,32496518,,Letter: COVID-19 Pandemic—The Bystander Effect on Stroke Care in Michigan,Blank,Blank,Neurosurgery,,,2020-06-04,2020,,,nyaa252-,Closed,Article,"Pandey, Aditya S; Daou, Badih J; Tsai, Jenny P; Zaidi, Syed F; Salahuddin, Hisham; Gemmete, Joseph J; Oliver, Marion J; Singer, Justin; Elder, Theresa A; Mbabuike, Nnenna; Adel, Joseph G; Gujrati, Yogesh; Saleemi, Muhammad Adeel; Siddiqui, Fazeel M; Elias, Augusto E; Rehman, Mohammed F; Marin, Horia; Chebl, Alex B; Kole, Maximillian; Wilseck, Jeffrey M; Kazmierczak, Chris D; Mick, James M; Majjhoo, Aniel Q; Naravetla, Bharath R; Rayes, Mahmoud; Luqman, Ali W; Richards, Boyd F; Kelkar, Prashant; Burgess, Richard; Thompson, B Gregory; Chaudhary, Neeraj; Mazaris, Paul A; Qahwash, Omar; Razak, M Anmar; Jumaa, Mouhammad A; Kung, Vieh; Packard, Laurel; Ahrar, Asad; Mulo, Kostiko; Lyons, Leah; Mazaris, Paul; Khan, Muhib; Wilseck, Zachary; Dye, Scott; Fearer, Kelsey J; Brady, Megan; Norris, Gregory M; Snyder, Julie; Yotkois, Ashley; Zoar, Mauricia; Perkins, Megan; Smitt, Marisa; Tong, Doris; Shawver, Julie",Blank,,"Pandey, Aditya S (University of Michigan); Daou, Badih J (University of Michigan); Tsai, Jenny P (Spectrum Health Blodgett Hospital); Zaidi, Syed F (University of Toledo); Salahuddin, Hisham (University of Toledo); Gemmete, Joseph J (University of Michigan); Oliver, Marion J (Spectrum Health Blodgett Hospital); Singer, Justin (Spectrum Health Blodgett Hospital); Elder, Theresa A (); Mbabuike, Nnenna (); Adel, Joseph G (); Gujrati, Yogesh (Michigan State University; Sparrow Health System); Saleemi, Muhammad Adeel (Michigan State University; Sparrow Health System); Siddiqui, Fazeel M (University of Michigan); Elias, Augusto E (University of Michigan); Rehman, Mohammed F (Henry Ford Health System); Marin, Horia (Henry Ford Health System); Chebl, Alex B (Henry Ford Health System); Kole, Maximillian (Henry Ford Health System); Wilseck, Jeffrey M (Oakland University); Kazmierczak, Chris D (Oakland University); Mick, James M (Oakland University); Majjhoo, Aniel Q (); Naravetla, Bharath R (); Rayes, Mahmoud (); Luqman, Ali W (Wayne State University); Richards, Boyd F (); Kelkar, Prashant (); Burgess, Richard (University of Toledo); Thompson, B Gregory (University of Michigan); Chaudhary, Neeraj (University of Michigan; University of Michigan); Mazaris, Paul A (Spectrum Health Blodgett Hospital); Qahwash, Omar (); Razak, M Anmar (Michigan State University; Sparrow Health System); Jumaa, Mouhammad A (University of Toledo); Kung, Vieh (University of Toledo); Packard, Laurel (Spectrum Health Blodgett Hospital); Ahrar, Asad (Spectrum Health Blodgett Hospital); Mulo, Kostiko (Spectrum Health Blodgett Hospital); Lyons, Leah (Spectrum Health Blodgett Hospital); Mazaris, Paul (Spectrum Health Blodgett Hospital); Khan, Muhib (Spectrum Health Blodgett Hospital); Wilseck, Zachary (University of Michigan); Dye, Scott (University of Michigan); Fearer, Kelsey J (University of Michigan); Brady, Megan (Henry Ford Health System); Norris, Gregory M (); Snyder, Julie (); Yotkois, Ashley (); Zoar, Mauricia (); Perkins, Megan (); Smitt, Marisa (Wayne State University); Tong, Doris (Michigan State University); Shawver, Julie (University of Toledo)",Michigan State University; University of Michigan; Oakland University; University of Toledo; Sparrow Health System; Henry Ford Health System; Wayne State University; Spectrum Health Blodgett Hospital,grid.17088.36; grid.214458.e; grid.261277.7; grid.267337.4; grid.478033.b; grid.239864.2; grid.254444.7; grid.430538.9,United States; United States; United States; United States; United States; United States; United States; United States,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1127859759,1109 Neurosciences; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-06-04
4,pub.1128229213,10.1177/2150135120931398,32496871,,COVID-19: Crisis Management in Congenital Heart Surgery.,Blank,Blank,World Journal for Pediatric and Congenital Heart Surgery,,,2020-06-04,2020,,,2150135120931398,Closed,Article,"Stephens, Elizabeth H; Dearani, Joseph A; Guleserian, Kristine J; Overman, David M; Tweddell, James S; Backer, Carl L; Romano, Jennifer C; Bacha, Emile",Blank,,"Stephens, Elizabeth H (Mayo Clinic); Dearani, Joseph A (Mayo Clinic); Guleserian, Kristine J (Medical City Children's Hospital); Overman, David M (); Tweddell, James S (University of Cincinnati); Backer, Carl L (Lurie Children's Hospital); Romano, Jennifer C (University of Michigan); Bacha, Emile (NewYork–Presbyterian Hospital)",University of Cincinnati; NewYork–Presbyterian Hospital; University of Michigan; Lurie Children's Hospital; Medical City Children's Hospital; Mayo Clinic,grid.24827.3b; grid.413734.6; grid.214458.e; grid.413808.6; grid.414873.d; grid.66875.3a,United States; United States; United States; United States; United States; United States,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1128229213,11 Medical and Health Sciences; 1114 Paediatrics and Reproductive Medicine,,Blank,Blank,2020-06-04
0,pub.1128228300,10.1080/10899995.2020.1768002,,,Student behaviors in a blended synchronous course,Blank,Blank,Journal of Geoscience Education,,,2020-06-04,2020,,,1-10,Closed,Article,"Samson, Perry J.",Blank,,"Samson, Perry J. (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1128228300,1303 Specialist Studies In Education; 13 Education,4 Quality Education,Blank,Blank,2020-06-04
52,pub.1128189119,10.4049/jimmunol.2000380,32493812,,Role of Aging and the Immune Response to Respiratory Viral Infections: Potential Implications for COVID-19,Blank,Blank,The Journal of Immunology,,,2020-06-03,2020,,,ji2000380,All OA; Gold,Article,"Chen, Judy; Kelley, William J; Goldstein, Daniel R",Blank,,"Chen, Judy (University of Michigan; University of Michigan); Kelley, William J (University of Michigan); Goldstein, Daniel R (University of Michigan; University of Michigan; University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,,https://www.jimmunol.org/content/jimmunol/early/2020/06/02/jimmunol.2000380.full.pdf,https://app.dimensions.ai/details/publication/pub.1128189119,11 Medical and Health Sciences; 1107 Immunology,,Blank,Blank,2020-06-03
23,pub.1128171798,10.1080/08959420.2020.1770031,32489144,,"Intergenerational Relationships, Family Caregiving Policy, and COVID-19 in the United States",Blank,Blank,Journal of Aging & Social Policy,,,2020-06-03,2020,,,1-9,All OA; Gold,Article,"Stokes, Jeffrey E; Patterson, Sarah E",Blank,,"Stokes, Jeffrey E (University of Massachusetts Boston); Patterson, Sarah E (University of Michigan)",University of Michigan; University of Massachusetts Boston,grid.214458.e; grid.266685.9,United States; United States,National Institute on Aging,0,0,,,,https://www.tandfonline.com/doi/pdf/10.1080/08959420.2020.1770031?needAccess=true,https://app.dimensions.ai/details/publication/pub.1128171798,16 Studies in Human Society; 17 Psychology and Cognitive Sciences; 1701 Psychology; 1607 Social Work; 1605 Policy and Administration,,Blank,Blank,2020-06-03
9,pub.1128197343,10.1101/2020.05.29.20117358,,,Tocilizumab for treatment of mechanically ventilated patients with COVID-19,Blank,Blank,medRxiv,,,2020-06-03,2020,,,2020.05.29.20117358,"All OA; Green, Published",Article,"Somers, Emily C; Eschenauer, Gregory A; Troost, Jonathan P; Golob, Jonathan L; Gandhi, Tejal N; Wang, Lu; Zhou, Nina; Petty, Lindsay A; Baang, Ji Hoon; Dillman, Nicholas O; Frame, David; Gregg, Kevin S; Kaul, Dan R; Nagel, Jerod; Patel, Twisha S; Zhou, Shiwei; Lauring, Adam S; Hanauer, David A; Martin, Emily Toth; Sharma, Pratima; Fung, Christopher M; Pogue, Jason M",Blank,,"Somers, Emily C (University of Michigan); Eschenauer, Gregory A (University of Michigan); Troost, Jonathan P (University of Michigan); Golob, Jonathan L (University of Michigan); Gandhi, Tejal N (University of Michigan); Wang, Lu (University of Michigan); Zhou, Nina (University of Michigan); Petty, Lindsay A (University of Michigan); Baang, Ji Hoon (University of Michigan); Dillman, Nicholas O (University of Michigan); Frame, David (University of Michigan); Gregg, Kevin S (University of Michigan); Kaul, Dan R (University of Michigan); Nagel, Jerod (University of Michigan); Patel, Twisha S (University of Michigan); Zhou, Shiwei (University of Michigan); Lauring, Adam S (University of Michigan); Hanauer, David A (University of Michigan); Martin, Emily Toth (University of Michigan); Sharma, Pratima (University of Michigan); Fung, Christopher M (University of Michigan); Pogue, Jason M (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,,https://www.medrxiv.org/content/medrxiv/early/2020/06/03/2020.05.29.20117358.full.pdf,https://app.dimensions.ai/details/publication/pub.1128197343,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-06-03
7,pub.1128199932,10.1513/annalsats.202004-362vp,32492353,,Preparing for COVID-19 Related Drug Shortages.,Blank,Blank,Annals of the American Thoracic Society,,,2020-06-03,2020,,,,All OA; Gold,Article,"Shuman, Andrew G; Fox, Erin; Unguru, Yoram",Blank,,"Shuman, Andrew G (Michigan Medicine); Fox, Erin (University of Utah); Unguru, Yoram (Johns Hopkins Medicine)",University of Utah; Michigan Medicine; Johns Hopkins Medicine,grid.223827.e; grid.412590.b; grid.469474.c,United States; United States; United States,,0,0,,,,http://www.atsjournals.org/doi/pdf/10.1513/AnnalsATS.202004-362VP,https://app.dimensions.ai/details/publication/pub.1128199932,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-06-03
7,pub.1128199933,10.1513/annalsats.202005-478sd,32492354,,Rationale and Design of ORCHID: A Randomized Placebo-Controlled Trial of Hydroxychloroquine for Adults Hospitalized with COVID-19.,Blank,Blank,Annals of the American Thoracic Society,,,2020-06-03,2020,,,,All OA; Gold,Article,"Casey, Jonathan D; Johnson, Nicholas J; Semler, Matthew W; Collins, Sean P; Aggarwal, Neil R; Brower, Roy G; Chang, Steven Y; Eppensteiner, John; Filbin, Michael; Gibbs, Kevin W; Ginde, Adit A; Gong, Michelle N; Harrell, Frank; Hayden, Douglas L; Hough, Catherine L; Khan, Akram; Leither, Lindsay M; Moss, Marc; Oldmixon, Cathryn F; Park, Pauline K; Reineck, Lora A; Ringwood, Nancy J; Robinson, Bryce Rh; Schoenfeld, David A; Shapiro, Nathan I; Steingrub, Jay S; Torr, Donna K; Weissman, Alexandra; Lindsell, Christopher J; Rice, Todd W; Thompson, B Taylor; Brown, Samuel M; Self, Wesley H",Blank,,"Casey, Jonathan D (Vanderbilt University Medical Center); Johnson, Nicholas J (Harborview Medical Center; Harborview Medical Center); Semler, Matthew W (Vanderbilt University); Collins, Sean P (Vanderbilt University Medical Center); Aggarwal, Neil R (National Heart Lung and Blood Institute); Brower, Roy G (Johns Hopkins University); Chang, Steven Y (University of California, Los Angeles); Eppensteiner, John (Duke University); Filbin, Michael (Massachusetts General Hospital); Gibbs, Kevin W (Wake Forest University); Ginde, Adit A (University of Colorado Anschutz Medical Campus); Gong, Michelle N (Montefiore Medical Center); Harrell, Frank (Vanderbilt University Medical Center); Hayden, Douglas L (Massachusetts General Hospital); Hough, Catherine L (Harborview Medical Center); Khan, Akram (Oregon Health & Science University); Leither, Lindsay M (Intermountain Medical Center); Moss, Marc (University of Colorado Anschutz Medical Campus); Oldmixon, Cathryn F (Massachusetts General Hospital); Park, Pauline K (University of Michigan); Reineck, Lora A (National Heart Lung and Blood Institute); Ringwood, Nancy J (Massachusetts General Hospital); Robinson, Bryce Rh (University of Washington); Schoenfeld, David A (Massachusetts General Hospital); Shapiro, Nathan I (Beth Israel Deaconess Medical Center); Steingrub, Jay S (Baystate Medical Center); Torr, Donna K (Vanderbilt University Medical Center); Weissman, Alexandra (University of Pittsburgh); Lindsell, Christopher J (Vanderbilt University); Rice, Todd W (Vanderbilt University Medical Center); Thompson, B Taylor (); Brown, Samuel M (Intermountain Medical Center); Self, Wesley H (Vanderbilt University Medical Center)","University of California, Los Angeles; Beth Israel Deaconess Medical Center; Vanderbilt University; Vanderbilt University Medical Center; National Heart Lung and Blood Institute; Oregon Health & Science University; Harborview Medical Center; Duke University; University of Michigan; University of Washington; Baystate Medical Center; Massachusetts General Hospital; Montefiore Medical Center; University of Pittsburgh; University of Colorado Anschutz Medical Campus; Johns Hopkins University; Intermountain Medical Center; Wake Forest University",grid.19006.3e; grid.239395.7; grid.152326.1; grid.412807.8; grid.279885.9; grid.5288.7; grid.412618.8; grid.26009.3d; grid.214458.e; grid.34477.33; grid.281162.e; grid.32224.35; grid.240283.f; grid.21925.3d; grid.430503.1; grid.21107.35; grid.414785.b; grid.241167.7,United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States,,0,0,,,,http://www.atsjournals.org/doi/pdf/10.1513/AnnalsATS.202005-478SD,https://app.dimensions.ai/details/publication/pub.1128199933,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-06-03
6,pub.1128199889,10.1001/jama.2020.8911,32492097,,Potential Implications of COVID-19 for the 2020-2021 Residency Application Cycle.,Blank,Blank,JAMA,,,2020-06-03,2020,,,,All OA; Gold,Article,"Hammoud, Maya M; Standiford, Taylor; Carmody, J Bryan",Blank,,"Hammoud, Maya M (University of Michigan); Standiford, Taylor (University of Michigan); Carmody, J Bryan ()",University of Michigan,grid.214458.e,United States,,0,0,,,,https://jamanetwork.com/journals/jama/articlepdf/2766944/jama_hammoud_2020_vp_200110.pdf,https://app.dimensions.ai/details/publication/pub.1128199889,11 Medical and Health Sciences,,Blank,Blank,2020-06-03
3,pub.1128164445,10.1038/s41559-020-1233-3,32493950,,Academic leaders must support inclusive scientific communities during COVID-19,Blank,Blank,Nature Ecology & Evolution,,,2020-06-03,2020,,,1-2,All OA; Gold,Article,"Maas, Bea; Grogan, Kathleen E.; Chirango, Yolanda; Harris, Nyeema; Liévano-Latorre, Luisa Fernanda; McGuire, Krista L.; Moore, Alexandria C.; Ocampo-Ariza, Carolina; Palta, Monica Marie; Perfecto, Ivette; Primack, Richard B.; Rowell, Kirsten; Sales, Lilian; Santos-Silva, Rejane; Silva, Rafaela Aparecida; Sterling, Eleanor J.; Vieira, Raísa R. S.; Wyborn, Carina; Toomey, Anne",Blank,"Maas, Bea (University of Vienna; University of Natural Resources and Life Sciences)","Maas, Bea (University of Vienna; University of Natural Resources and Life Sciences); Grogan, Kathleen E. (Pennsylvania State University); Chirango, Yolanda (Stellenbosch University); Harris, Nyeema (University of Michigan); Liévano-Latorre, Luisa Fernanda (Federal University of Goiás; Federal University of Goiás); McGuire, Krista L. (University of Oregon); Moore, Alexandria C. (American Museum of Natural History); Ocampo-Ariza, Carolina (University of Göttingen); Palta, Monica Marie (Pace University); Perfecto, Ivette (University of Michigan); Primack, Richard B. (Boston University); Rowell, Kirsten (University of Colorado Boulder); Sales, Lilian (Federal University of Goiás; State University of Campinas); Santos-Silva, Rejane (Federal University of Goiás; Federal University of Goiás); Silva, Rafaela Aparecida (Federal University of Goiás); Sterling, Eleanor J. (American Museum of Natural History); Vieira, Raísa R. S. (Federal University of Goiás); Wyborn, Carina (University of Montana; Luc Hoffmann Institute); Toomey, Anne (American Museum of Natural History; Pace University)",University of Natural Resources and Life Sciences; Pace University; University of Göttingen; State University of Campinas; Luc Hoffmann Institute; Federal University of Goiás; University of Michigan; University of Vienna; Stellenbosch University; Boston University; University of Colorado Boulder; University of Montana; American Museum of Natural History; University of Oregon; Pennsylvania State University,grid.5173.0; grid.261572.5; grid.7450.6; grid.411087.b; grid.493502.9; grid.411195.9; grid.214458.e; grid.10420.37; grid.11956.3a; grid.189504.1; grid.266190.a; grid.253613.0; grid.241963.b; grid.170202.6; grid.29857.31,Austria; United States; Germany; Brazil; Switzerland; Brazil; United States; Austria; South Africa; United States; United States; United States; United States; United States; United States,,0,0,,,,https://www.nature.com/articles/s41559-020-1233-3.pdf,https://app.dimensions.ai/details/publication/pub.1128164445,,,Blank,Blank,2020-06-03
2,pub.1128203709,10.1177/2192568220932168,,,Telemedicine for the Spine Surgeon in the Age of COVID-19: Multicenter Experiences of Feasibility and Implementation Strategies,Blank,Blank,Global Spine Journal,,,2020-06-03,2020,,,219256822093216,All OA; Gold,Article,"Franco, Daniel; Montenegro, Thiago; Gonzalez, Glenn A.; Hines, Kevin; Mahtabfar, Aria; Helgeson, Melvin D.; Patel, Rakesh; Harrop, James",Blank,,"Franco, Daniel (Thomas Jefferson University Hospital); Montenegro, Thiago (Thomas Jefferson University Hospital); Gonzalez, Glenn A. (Thomas Jefferson University Hospital); Hines, Kevin (Thomas Jefferson University Hospital); Mahtabfar, Aria (Thomas Jefferson University Hospital); Helgeson, Melvin D. (Walter Reed National Military Medical Center); Patel, Rakesh (University of Michigan); Harrop, James (Thomas Jefferson University Hospital)",Walter Reed National Military Medical Center; University of Michigan; Thomas Jefferson University Hospital,grid.414467.4; grid.214458.e; grid.412726.4,United States; United States; United States,,0,0,,,,https://journals.sagepub.com/doi/pdf/10.1177/2192568220932168,https://app.dimensions.ai/details/publication/pub.1128203709,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-06-03
23,pub.1128166314,10.1101/2020.05.31.20118588,,,The Effect of Ultraviolet C Radiation Against SARS-CoV-2 Inoculated N95 Respirators,Blank,Blank,medRxiv,,,2020-06-02,2020,,,2020.05.31.20118588,"All OA; Green, Published",Article,"Ozog, David M.; Sexton, Jonathan Z.; Narla, Shanthi; Pretto-Kernahan, Carla D.; Mirabelli, Carmen; Lim, Henry W.; Hamzavi, Iltefat H.; Tibbetts, Robert J.; Mi, Qing-Sheng",Blank,,"Ozog, David M. (Henry Ford Health System); Sexton, Jonathan Z. (University of Michigan); Narla, Shanthi (Henry Ford Health System); Pretto-Kernahan, Carla D. (University of Michigan); Mirabelli, Carmen (University of Michigan); Lim, Henry W. (Henry Ford Health System); Hamzavi, Iltefat H. (Henry Ford Health System); Tibbetts, Robert J. (Henry Ford Health System); Mi, Qing-Sheng (Henry Ford Health System)",University of Michigan; Henry Ford Health System,grid.214458.e; grid.239864.2,United States; United States,,0,0,,,,https://www.medrxiv.org/content/medrxiv/early/2020/06/02/2020.05.31.20118588.full.pdf,https://app.dimensions.ai/details/publication/pub.1128166314,02 Physical Sciences; 0299 Other Physical Sciences,,Blank,Blank,2020-06-02
14,pub.1128213217,10.3390/nu12061648,32498323,,Food Insecurity and COVID-19: Disparities in Early Effects for US Adults.,Blank,Blank,Nutrients,,,2020-06-02,2020,12,6,1648,All OA; Gold,Article,"Wolfson, Julia A; Leung, Cindy W",Blank,,"Wolfson, Julia A (University of Michigan; University of Michigan); Leung, Cindy W (University of Michigan)",University of Michigan,grid.214458.e,United States,Foundation for the National Institutes of Health; National Institute of Child Health and Human Development,0,0,,,,https://www.mdpi.com/2072-6643/12/6/1648/pdf,https://app.dimensions.ai/details/publication/pub.1128213217,1117 Public Health and Health Services; 11 Medical and Health Sciences,2 Zero Hunger,Blank,Blank,2020-06-02
2,pub.1128124020,10.1002/aet2.10486,,,Zooming In versus Flying Out: Virtual Residency Interviews in the Era of COVID‐19,Blank,Blank,AEM Education and Training,,,2020-06-02,2020,,,,Closed,Article,"Davis, Mallory G.; Haas, Mary R.C.; Gottlieb, Michael; House, Joseph B.; Huang, Rob D.; Hopson, Laura R.",Blank,,"Davis, Mallory G. (University of Michigan); Haas, Mary R.C. (University of Michigan); Gottlieb, Michael (Rush University Medical Center); House, Joseph B. (University of Michigan); Huang, Rob D. (University of Michigan); Hopson, Laura R. (University of Michigan)",University of Michigan; Rush University Medical Center,grid.214458.e; grid.240684.c,United States; United States,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1128124020,1608 Sociology; 16 Studies in Human Society,,Blank,Blank,2020-06-02
84,pub.1126726181,10.1084/jem.20200652,32302401,PMC7161085,Targeting potential drivers of COVID-19: Neutrophil extracellular traps,Blank,Blank,Journal of Experimental Medicine,,"Betacoronavirus; Coronavirus Infections; Cytokines; Extracellular Traps; Humans; Lung Diseases; Neutrophils; Pandemics; Pneumonia, Viral",2020-06-01,2020,217,6,,All OA; Gold,Article,"Barnes, Betsy J.; Adrover, Jose M.; Baxter-Stoltzfus, Amelia; Borczuk, Alain; Cools-Lartigue, Jonathan; Crawford, James M.; Daßler-Plenker, Juliane; Guerci, Philippe; Huynh, Caroline; Knight, Jason S.; Loda, Massimo; Looney, Mark R.; McAllister, Florencia; Rayes, Roni; Renaud, Stephane; Rousseau, Simon; Salvatore, Steven; Schwartz, Robert E.; Spicer, Jonathan D.; Yost, Christian C.; Weber, Andrew; Zuo, Yu; Egeblad, Mikala",Blank,,"Barnes, Betsy J. (Hofstra University); Adrover, Jose M. (Cold Spring Harbor Laboratory); Baxter-Stoltzfus, Amelia (Cornell University); Borczuk, Alain (Cornell University); Cools-Lartigue, Jonathan (); Crawford, James M. (Hofstra University); Daßler-Plenker, Juliane (Cold Spring Harbor Laboratory); Guerci, Philippe (Centre Hospitalier Universitaire de Nancy); Huynh, Caroline (McGill University); Knight, Jason S. (University of Michigan); Loda, Massimo (Cornell University); Looney, Mark R. (University of California, San Francisco); McAllister, Florencia (The University of Texas MD Anderson Cancer Center); Rayes, Roni (McGill University); Renaud, Stephane (Centre Hospitalier Universitaire de Nancy); Rousseau, Simon (McGill University Health Centre); Salvatore, Steven (Cornell University); Schwartz, Robert E. (Cornell University); Spicer, Jonathan D. (McGill University); Yost, Christian C. (University of Utah); Weber, Andrew (Northwell Health); Zuo, Yu (University of Michigan); Egeblad, Mikala (Cold Spring Harbor Laboratory)","Cold Spring Harbor Laboratory; Cornell University; Northwell Health; Hofstra University; The University of Texas MD Anderson Cancer Center; University of California, San Francisco; Centre Hospitalier Universitaire de Nancy; McGill University; University of Michigan; University of Utah; McGill University Health Centre",grid.225279.9; grid.5386.8; grid.416477.7; grid.257060.6; grid.240145.6; grid.266102.1; grid.410527.5; grid.14709.3b; grid.214458.e; grid.223827.e; grid.63984.30,United States; United States; United States; United States; United States; United States; France; Canada; United States; United States; Canada,National Cancer Institute; Baxter (United States),24,24,,,1001,https://rupress.org/jem/article-pdf/217/6/e20200652/1042395/jem_20200652.pdf,https://app.dimensions.ai/details/publication/pub.1126726181,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences,,Blank,Blank,2020-06-01
32,pub.1128126807,10.1212/wnl.0000000000009936,32482844,,Ethical decision-making for children with neuromuscular disorders in the COVID-19 crisis,Blank,Blank,Neurology,,,2020-06-01,2020,,,10.1212/wnl.0000000000009936,Closed,Article,"Laventhal, Naomi T; Graham, Robert J; Rasmussen, Sonja A; Urion, David K; Kang, Peter B",Blank,,"Laventhal, Naomi T (University of Michigan; University of Michigan); Graham, Robert J (Harvard University); Rasmussen, Sonja A (University of Florida; University of Florida); Urion, David K (Harvard University); Kang, Peter B (University of Florida; University of Florida)",University of Michigan; University of Florida; Harvard University,grid.214458.e; grid.15276.37; grid.38142.3c,United States; United States; United States,,0,0,,,2,,https://app.dimensions.ai/details/publication/pub.1128126807,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-06-01
13,pub.1127985385,10.1001/jamanetworkopen.2020.10705,32478846,,Mental Health of Young Physicians in China During the Novel Coronavirus Disease 2019 Outbreak,Blank,Blank,JAMA Network Open,,,2020-06-01,2020,3,6,e2010705,All OA; Gold,Article,"Li, Weidong; Frank, Elena; Zhao, Zhuo; Chen, Lihong; Wang, Zhen; Burmeister, Margit; Sen, Srijan",Blank,"Li, Weidong (Shanghai Jiao Tong University)","Li, Weidong (Shanghai Jiao Tong University); Frank, Elena (University of Michigan); Zhao, Zhuo (University of Michigan); Chen, Lihong (Shanghai Jiao Tong University; University of Michigan; Shanghai Jiao Tong University); Wang, Zhen (Shanghai Jiao Tong University); Burmeister, Margit (University of Michigan; University of Michigan); Sen, Srijan (University of Michigan; University of Michigan)",University of Michigan; Shanghai Jiao Tong University,grid.214458.e; grid.16821.3c,United States; China,,0,0,,,110,https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2766578/li_2020_ld_200072.pdf,https://app.dimensions.ai/details/publication/pub.1127985385,,"16 Peace, Justice and Strong Institutions",Blank,Blank,2020-06-01
